#velocity	error_velocity	radius
97.118664605    35.365501282    3.35
97.105750159    35.360798521    3.351
97.092842781    35.356098334    3.352
97.079947906    35.3514027    3.353
97.067053588    35.346707268    3.354
97.0541422    35.342005621    3.355
97.04124738    35.337310007    3.356
97.028356103    35.332615683    3.357
97.015467831    35.327922453    3.358
97.002572527    35.323226663    3.359
96.989687278    35.318534534    3.36
96.976799061    35.313841325    3.361
96.963913311    35.309149013    3.362
96.951041679    35.304461843    3.363
96.938155966    35.299769545    3.364
96.925283833    35.295082192    3.365
96.912418231    35.290397218    3.366
96.899542073    35.285708399    3.367
96.886673519    35.28102235    3.368
96.87380391    35.276335917    3.369
96.860941369    35.271652057    3.37
96.848074785    35.266966725    3.371
96.835215268    35.262283966    3.372
96.822352783    35.257600127    3.373
96.809506328    35.252922124    3.374
96.796652843    35.248241562    3.375
96.783799913    35.243561202    3.376
96.770947002    35.238880849    3.377
96.758096561    35.234201396    3.378
96.745256175    35.229525604    3.379
96.732412821    35.22484873    3.38
96.719575997    35.220174235    3.381
96.706735668    35.215498464    3.382
96.693901334    35.210824876    3.383
96.681064567    35.206150402    3.384
96.668236784    35.201479199    3.385
96.655406031    35.196806914    3.386
96.642578821    35.19213592    3.387
96.629761131    35.187468393    3.388
96.616936948    35.182798501    3.389
96.604115772    35.178129704    3.39
96.591301128    35.173463286    3.391
96.578486503    35.168796875    3.392
96.565671898    35.16413047    3.393
96.5528603    35.159465161    3.394
96.540059292    35.154803709    3.395
96.527247198    35.150138219    3.396
96.514448683    35.145477674    3.397
96.501643675    35.140814765    3.398
96.488848722    35.136155517    3.399
96.476053788    35.131496276    3.4
96.463254817    35.126835565    3.401
96.4504659    35.122178515    3.402
96.43767348    35.11752019    3.403
96.424888126    35.112864437    3.404
96.412102257    35.108208498    3.405
96.399316942    35.103552759    3.406
96.386540614    35.098900294    3.407
96.373764306    35.094247836    3.408
96.360985562    35.08959449    3.409
96.348212817    35.084943329    3.41
96.335440091    35.080292175    3.411
96.322673364    35.075643206    3.412
96.309910713    35.070995721    3.413
96.297144559    35.06634696    3.414
96.284381415    35.061699295    3.415
96.27162128    35.057052727    3.416
96.258864688    35.052407448    3.417
96.246114628    35.047764548    3.418
96.233354554    35.043118001    3.419
96.220607524    35.038476204    3.42
96.207859982    35.033834221    3.421
96.195110002    35.02919135    3.422
96.182370078    35.024552141    3.423
96.169632631    35.019913834    3.424
96.156892214    35.015274445    3.425
96.144147764    35.010633587    3.426
96.131417422    35.005997868    3.427
96.118686037    35.001361768    3.428
96.105961717    34.996728241    3.429
96.093234426    34.992093632    3.43
96.080513137    34.987461209    3.431
96.067781834    34.982825139    3.432
96.055061116    34.978192924    3.433
96.042342879    34.973561612    3.434
96.029628184    34.96893159    3.435
96.016917032    34.964302857    3.436
96.004204838    34.959673746    3.437
95.991500238    34.9550474    3.438
95.978791607    34.950419587    3.439
95.966093562    34.945795627    3.44
95.953387433    34.941168724    3.441
95.940689959    34.936544973    3.442
95.927993906    34.93192174    3.443
95.915295412    34.927297617    3.444
95.902606443    34.922676963    3.445
95.889917495    34.918056317    3.446
95.877235611    34.913438243    3.447
95.864546174    34.908817418    3.448
95.85186028    34.904197884    3.449
95.839174937    34.89957855    3.45
95.826508623    34.894966146    3.451
95.813826313    34.890347917    3.452
95.801153528    34.885733156    3.453
95.788487276    34.881120775    3.454
95.775821575    34.876508594    3.455
95.763154308    34.871895842    3.456
95.750488649    34.867283676    3.457
95.737824945    34.862672223    3.458
95.725165312    34.858062251    3.459
95.712508692    34.853453377    3.46
95.699855086    34.8488456    3.461
95.687208542    34.844240395    3.462
95.674554978    34.839632634    3.463
95.661904955    34.835026162    3.464
95.649261467    34.83042207    3.465
95.636620993    34.825819075    3.466
95.62398054    34.821216088    3.467
95.611350141    34.816616762    3.468
95.598709203    34.812013598    3.469
95.586078847    34.807414288    3.47
95.573451506    34.802816075    3.471
95.560834219    34.798221524    3.472
95.548199879    34.793620763    3.473
95.535576122    34.789023856    3.474
95.522951332    34.784426573    3.475
95.510337124    34.779833143    3.476
95.497716424    34.775237349    3.477
95.485108245    34.770646114    3.478
95.472496567    34.766053605    3.479
95.459888958    34.761462578    3.48
95.447283838    34.756872457    3.481
95.434679792    34.752282728    3.482
95.422081227    34.747694995    3.483
95.409476698    34.743105089    3.484
95.396884691    34.738519743    3.485
95.384286192    34.733932034    3.486
95.371697748    34.729347986    3.487
95.359109326    34.724763945    3.488
95.346524445    34.720181195    3.489
95.333935541    34.715596979    3.49
95.321356691    34.711016425    3.491
95.30877135    34.706433507    3.492
95.296202577    34.701856622    3.493
95.283623793    34.697276091    3.494
95.271051545    34.692697941    3.495
95.258482312    34.688120888    3.496
95.245913102    34.683543844    3.497
95.233347958    34.678968281    3.498
95.220784781    34.674393433    3.499
95.20822215    34.669818785    3.5
95.195669574    34.665247798    3.501
95.183106988    34.660673166    3.502
95.170560969    34.656104567    3.503
95.158004417    34.651532132    3.504
95.145461437    34.64696464    3.505
95.132911967    34.642394784    3.506
95.120379063    34.637830961    3.507
95.107825595    34.633259649    3.508
95.095292737    34.628695842    3.509
95.082752864    34.624129481    3.51
95.070219527    34.6195655    3.511
95.057692725    34.615003899    3.512
95.045159433    34.610439934    3.513
95.032638666    34.60588053    3.514
95.020112456    34.601319144    3.515
95.007585221    34.596757385    3.516
94.995068041    34.592199288    3.517
94.982554402    34.58764248    3.518
94.970040785    34.58308568    3.519
94.957533704    34.57853126    3.52
94.945029641    34.573977939    3.521
94.932509057    34.569418601    3.522
94.920011553    34.564867669    3.523
94.907510554    34.560315464    3.524
94.8950101    34.555763457    3.525
94.88251566    34.55121364    3.526
94.87001473    34.54666146    3.527
94.857526849    34.542114032    3.528
94.845035996    34.537565521    3.529
94.832551679    34.53301939    3.53
94.820067385    34.528473268    3.531
94.807585588    34.523928055    3.532
94.795097822    34.519380669    3.533
94.782630141    34.514840596    3.534
94.770141901    34.510293037    3.535
94.75767622    34.505753693    3.536
94.745212125    34.501214926    3.537
94.732737501    34.496672325    3.538
94.720278924    34.492135568    3.539
94.707813857    34.487596447    3.54
94.695355327    34.483059707    3.541
94.682883272    34.478518041    3.542
94.670438336    34.473986251    3.543
94.657983392    34.469450817    3.544
94.645540978    34.464919945    3.545
94.633089078    34.460385619    3.546
94.620637201    34.455851301    3.547
94.608198374    34.451321736    3.548
94.595756054    34.446790898    3.549
94.583316754    34.442261161    3.55
94.570885031    34.437734182    3.551
94.558455808    34.433208114    3.552
94.546023612    34.428680963    3.553
94.533587404    34.424152351    3.554
94.52117128    34.419631053    3.555
94.508739154    34.415103928    3.556
94.496326074    34.410583738    3.557
94.483903507    34.406060093    3.558
94.471497507    34.401542482    3.559
94.4590815    34.397021226    3.56
94.446675547    34.392503632    3.561
94.434255554    34.387980924    3.562
94.421852646    34.383464439    3.563
94.409453277    34.378949242    3.564
94.397049899    34.374432585    3.565
94.38465006    34.369917217    3.566
94.372257276    34.365404418    3.567
94.359860483    34.360890159    3.568
94.347473743    34.356379561    3.569
94.335084029    34.35186788    3.57
94.322700852    34.347358579    3.571
94.310310151    34.342846538    3.572
94.297930021    34.338338347    3.573
94.28555343    34.333831445    3.574
94.273186375    34.329328015    3.575
94.260809315    34.324820942    3.576
94.248438793    34.320316249    3.577
94.236068811    34.315811754    3.578
94.223697821    34.311306891    3.579
94.2113374    34.306805876    3.58
94.198977003    34.302304871    3.581
94.186623144    34.297806247    3.582
94.174265795    34.293306351    3.583
94.161908469    34.288806464    3.584
94.149564196    34.28431133    3.585
94.137216948    34.279815113    3.586
94.124872207    34.275319808    3.587
94.112525007    34.270823609    3.588
94.100187345    34.266330882    3.589
94.087843193    34.261835792    3.59
94.075515092    34.257346547    3.591
94.063181017    34.252855127    3.592
94.050846967    34.248363716    3.593
94.038525453    34.24387687    3.594
94.026197451    34.23938766    3.595
94.013875986    34.234900832    3.596
94.001551547    34.230412921    3.597
93.989233131    34.225927203    3.598
93.976918769    34.221442961    3.599
93.964603917    34.21695854    3.6
93.952288575    34.212473942    3.601
93.939990828    34.20799575    3.602
93.927682564    34.203513729    3.603
93.915377324    34.199032809    3.604
93.903082137    34.194555549    3.605
93.890780461    34.190075927    3.606
93.878488837    34.185599965    3.607
93.866190724    34.18112164    3.608
93.853908664    34.176649161    3.609
93.841616087    34.172172852    3.61
93.829331076    34.167699298    3.611
93.817052604    34.163228125    3.612
93.80477013    34.158755496    3.613
93.792495221    34.15428562    3.614
93.780219311    34.149815381    3.615
93.76794694    34.145346429    3.616
93.755677594    34.14087858    3.617
93.743408786    34.136410926    3.618
93.731143003    34.131944375    3.619
93.71888376    34.127480204    3.62
93.706618027    34.12301367    3.621
93.694362347    34.118550797    3.622
93.682113206    34.114090306    3.623
93.669857064    34.109627264    3.624
93.657604461    34.105165512    3.625
93.645358908    34.100706326    3.626
93.633115869    34.096248057    3.627
93.620872857    34.091789796    3.628
93.60864392    34.087336662    3.629
93.596400957    34.08287842    3.63
93.584168047    34.078423839    3.631
93.571938164    34.073970359    3.632
93.559708816    34.069517075    3.633
93.547482496    34.065064893    3.634
93.535259203    34.060613814    3.635
93.523032933    34.056161651    3.636
93.510819207    34.051714055    3.637
93.498603014    34.047265561    3.638
93.486389849    34.04281817    3.639
93.474180221    34.038372067    3.64
93.461966597    34.033924508    3.641
93.449766536    34.029481889    3.642
93.437564009    34.025038371    3.643
93.425359978    34.020594306    3.644
93.413159484    34.016151529    3.645
93.400966549    34.011711504    3.646
93.388775623    34.007272211    3.647
93.376575716    34.002829648    3.648
93.364391865    33.998392931    3.649
93.352205037    33.993955131    3.65
93.340027752    33.989520805    3.651
93.327844487    33.985084302    3.652
93.31566023    33.980647437    3.653
93.303490045    33.976215697    3.654
93.291318869    33.971783596    3.655
93.279151738    33.967352967    3.656
93.266981122    33.96292107    3.657
93.254817554    33.958491739    3.658
93.242652995    33.954062048    3.659
93.230495485    33.949634923    3.66
93.218338    33.945207808    3.661
93.206177031    33.940779423    3.662
93.194033134    33.936357256    3.663
93.181882242    33.931932541    3.664
93.16973789    33.927510208    3.665
93.15759056    33.923086791    3.666
93.145449264    33.91866557    3.667
93.133311504    33.914245637    3.668
93.12117377    33.909825714    3.669
93.109036062    33.9054058    3.67
93.096908405    33.900989547    3.671
93.084779761    33.896572933    3.672
93.072655667    33.892157977    3.673
